id,age,occ_title,occ_desc,occ_desig_fromscore,occ_desig,firm_name,firm_type,firm_back_fromscore,occ_oth_title,occ_oth_desc,occ_oth_comp,sector,INDUSTRYSECTOR,sal_a,qual_fromscore,qual_add,educ_fos,exp_fromscore,COMPANYBACKGROUND
5131,43,SALES DIRECTOR,HEADING UP SALES AND BUSINESS DEVELOPMENT FOR THE SOUTH ASIA MARKETS FOR CSG INTERNATIONAL,Technical Experts,SALES DIRECTOR<br/><br/>(WITH TECHNICAL EXPERTISE),CSG INTERNATIONAL SDN BHD,Foreign Owned,"LLC, LFC, Private IHLs, NGO",,,,ICT,ICT,151502.5781,Bachelors including Engineering Degree,N/A,N/A,>15 years,LARGE FOREIGN COMPANY (& MSC STATUS)<br/><br/>CSG INTERNATIONAL SDN BHD (FORMERLY KNOWN AS INTEC SYSTEMS (ASIA) SDN BHD).<br/>
5132,38,MANAGING DIRECTOR,"MANAGING DIRECTOR WITH ASEAN RESPONSIBILITIES FOR TELCO INDUSTRY SOLUTIONS, IN ACCENTURE'S COMMUNICATIONS, MEDIA AND TECHNOLOGY BUSINESS UNIT<br/><br/>CLIENT DIRECTOR FOR MALAYSIA TELCO CLIENTS",Technical Experts,MANAGING DIRECTOR WITH TECHNICAL EXPERTISE,ACCENTURE SDN BHD,Locally Owned,Mulnationals/GLC/MYS Strong Performers/ITAPS,,,,ICT,ICT SECTOR,189458.1719,Bachelors including Engineering Degree,N/A,N/A,>15 years,"MNC<br/><br/>ITS FINANCIAL FOR 2013 WERE<br/>REVENUE : RM 184,419,516<br/>PROFIT BEFORE TAX : RM 14,010,230<br/>PROFIT AFTER TAX : RM 10,455,078<br/><br/>"
5133,31,GENERAL MANAGER,"OVERSEEING ALL OPERATIONAL, MARKETING AND SALES ACTIVITIES FOR ABS MULTIMEDIA SDN BHD. PROVIDING MULTIMEDIA SOLUTIONS FOR PALM OIL INDUSTRY TOGETHER WITH CONSULTANCY SERVICES. ",Top Management (CEO/CFO/COO),GENERAL MANAGER,ABS MULTIMEDIA SDN BHD,Locally Owned,Other (SME),,,,ICT,ICT SECTOR,15411.08301,Master,N/A,N/A,5-10 years,"SME<br/><br/>ITS FINANCIAL FOR 2013/14 WERE:<br/>REVENUE : RM 407,829<br/>(LOSS) AFTER TAX : (RM69,696)<br/><br/>MSC STATUS COMPANY, AWARDED ON 12.12.2001. MSC BUSINESS ACTIVITY IS TO PROVIDE AND DEVELOP SUPPLY CHAIN MANAGEMENT SYSTEM INTEGRATION"
5134,37,SENIOR MANAGER,"SENIOR MANAGER IN ASSURANCE LINE OF SERVICE.  WORKING WITHIN ENERGY, UTILITIES, MEDIA AND INFOTAINMENT BUSINESS, RESPONSIBLE FOR MANAGEMENT OF ASSURANCE ENGAGEMENTS",Technical Experts,SENIOR MANAGER / CHARTERED ACCOUNTANT,PRICEWATERHOUSECOOPERS,Locally Owned,Mulnationals/GLC/MYS Strong Performers/ITAPS,,,,Business Services,ETP IDENTIFIED I.E. BUSINESS SERVICES,22157.66602,Bachelors including Engineering Degree,N/A,N/A,>15 years,MNC<br/><br/>GLOBAL REVENUE 2014: US$ 34.0 BILLION
5135,66,PROFESSOR,"TEACHING UNDERGRADUATE MEDICAL STUDENTS,<br/>TEACHING POST-GRADUATE ACADEMIC AND CLINICAL STUDENTS,<br/>SUPERVISING RESEARCH WORK OF M.SC. AND PH.D. STUDENTS,<br/>PERFORMING RESEARCH WORK,<br/>CONSULTANCY SUCH AS TO MINISTRY OF HEALTH WHEN REQUIRED<br/><br/>",Technical Experts,PROFESSOR<br/><br/>(KULLIYAH OF MEDICINE),UNIVERSITI ISLAM ANTARABANGSA MALAYSIA (UIA),,Mulnationals/GLC/MYS Strong Performers/ITAPS,,,,Education,ETP IDENTIFIED SECTOR: EDUCATION,13483.22949,PhD/Double Masters/Masters+,N/A,N/A,>15 years,IPTA<br/><br/>UNIVERSITI ISLAM ANTARABANGSA MALAYSIA (UIA)
5136,43,SENIOR VICE PRESIDENT,RESPONSIBLE FOR OVERALL DIRECTION CONTROLL & COORDINATION OF ALL FINANCIAL AND RELATED ACTIVITIES,Technical Experts,SENIOR VICE PRESIDENT,B.BRAUN MEDICAL INDUSTRIES SDN BHD,Foreign Owned,Mulnationals/GLC/MYS Strong Performers/ITAPS,AUDITOR,AUDITING OF COMPANY STATEMENTS AND ISSUANCE OF STATUTORY AUDIT STATEMENTS<br/>(MARCH 1996 - MARCH 1999),PRICEWATERHOUSECOOPERS,Healthcare,ETP IDENTIFIED I.E. HEALTHCARE,111938.25,Master,N/A,N/A,>15 years,"MNC<br/><br/>GERMAN MEDICAL & PHARMACEUTICAL COMPANY WITH MORE THAN 46,000 EMPLOYEES.<br/><br/>GLOBAL REVENUE 2012: 5.1 BILLION EUROS<br/>REVENUE TABLED TO ROC 2014: RM2.4 BILLION<br/>PROFIT AFTER TAX: RM261 MILLION"
5137,40,TECHNICAL DIRECTOR,"I AM RESPONSIBLE FOR PARADIGM GEOPHYSICAL'S LARGE TEAM OF GEOSCIENTISTS WHO WORK WITH UPSTREAM OIL & GAS OPERATORS AND SERVICE COMPANIES IN MALAYSIA AND ACROSS ASIA-PACIFIC.  MY TEAM CREATES WORKFLOW-BASED TECHNICAL PRESENTATIONS AND DEMONSTRATIONS, AND PERFORMS MENTORING AND CONSULTANCY TO USERS AND POTENTIAL USERS OF PARADIGM'S SUITE OF ADVANCED SUB-SURFACE SOFTWARE TECHNOLOGY.<br/><br/>AS WELL AS ENSURING THE TECHNICAL AND HOLISTIC DEVELOPMENT OF OUR EMPLOYEES, AND ORGANIZATION OF PARADIGM'S DAY-TO-DAY TECHNICAL SALES OPERATION, I ACT AS A ROLE MODEL FOR BEST PRACTICE IN TECHNICAL ADVOCACY AND DEMONSTRATION.<br/><br/>THE UPSTREAM PLAYERS WHO ENGAGE WITH US AND USE OUR TECHNOLOGY REALIZE MORE ACCURATE, LOWER RISK EXPLORATION AND DEVELOPMENT PROJECTS WITH CONSUMATELY HIGHER RECOVERY OF HYDROCARBONS",Technical Experts,TECHNICAL DIRECTOR<br/><br/>RESPONSIBLE FOR PARADIGM GEOPHYSICAL\'S LARGE TEAM OF GEOSCIENTISTS WHO WORK WITH UPSTREAM OIL & GAS OPERATORS AND SERVICE COMPANIES IN MALAYSIA AND ACROSS ASIA-PACIFIC,PARADIGM GEOPHYSICAL SDN BHD,Foreign Owned,"LLC, LFC, Private IHLs, NGO",,,,"Oil, Gas & Energy","ETP IDENTIFIED I.E. OIL, GAS & ENERGY",49707.91797,Master,N/A,N/A,>15 years,LFC<br/><br/>DEVELOPER OF SOFTWARE-ENABLED SOLUTIONS TO THE GLOBAL OIL AND GAS INDUSTRY. HAS A PORTFOLIO OF MORE THAN 700 CUSTOMERS WITH 700 EMPLOYEES IN 28 COUNTRIES.<br/><br/>REVENUE TABLED TO ROC 2014: RM26 MILLION<br/>PROFIT AFTER TAX: RM1.2 MILLION
5138,36,SENIOR PRODUCTION TECHNOLOGIST,"I AM ASSIGNED AS A WELLTEST ENGINEER. MY JOB IS TO DESIGN, PREPARE AND EXECUTE A WELL TESTING JOB. THIS INVOLVED PLANNING WITH OTHER DEPRTMENT (DRILLING, RESERVOIR, PETROPHYSICS), AS WELL AS SUPERVISING THE JOB ON THE RIG, OFFSHORE OR ONSHORE.<br/>DURING MY ASSIGNMENT, I ALSO COACH OTHER JUNIOR COLLEAGUE IN PETRONAS TO DEVELOP THEIR SKILL AND KNOWLEDGE.",Technical Experts,SENIOR PRODUCTION TECHNOLOGIST,PETRONAS CARIGALI SDN BHD,Publicly Listed,Mulnationals/GLC/MYS Strong Performers/ITAPS,GENERAL FIELD ENGINEER,PLAN AND EXECUTE WELL TESTING JOB FOR VARIOUS CLIENT.<br/>SUPERVISE MY CREW ON SITE.,SCHLUMBERGER WTA SDN BHD (JUN 2003 - FEB 2009),"Oil, Gas & Energy","ETP IDENTIFIED I.E. OIL, GAS & ENERGY",41112.66797,Bachelors including Engineering Degree,N/A,N/A,11-15 years,MSP I.E. PETRONAS
5139,35,SENIOR SALES MANAGER - INTERNATIONAL MARKETS,BUSINESS DEVELOPMENT<br/>NEW MARKETS ENTRY AND JV.<br/>KEY ACCOUNT MANAGEMENT                   <br/>SALES TARGETS,Technical Experts,SENIOR SALES MANAGER - INTERNATIONAL MARKET (WITH TECHNICAL EXPERTISE),MIR VALVE SDN BHD,Locally Owned,"LLC, LFC, Private IHLs, NGO",,,,"Oil, Gas & Energy","ETP IDENTIFIED : OIL, GAS & ENERGY <br/>",26950,Bachelors including Engineering Degree,N/A,N/A,5-10 years,"LLC<br/><br/>TOP TIER MANUFACTURER OFFERING COMPLETE RANGE OF BOLT AND GATE VALVES SERVING INTERNATIONAL OIL & GAS COMPANY<br/><br/>ITS FINANCIAL FOR 2013 WERE<br/>REVENUE : RM 87,106,244<br/>PROFIT BEFORE TAX : RM 5,193,966<br/>PROFIT AFTER TAX : RM 5,803,765"
5140,42,LECTURER,"JOB DESCRIPTION<br/><br/>TEACHER LECTURER<br/><br/>SUNWAY COLLEGE (KL) SDN BHD<br/><br/>PERFORMANCE OF DUTIES<br/><br/>IN THE PERFORMANCE OF YOUR DUTIES, YOU WILL REPORT TO THE DIRECTOR OF PROGRAMME ?Çö SUNWAY INTERNATIONAL SCHOOL AND MATRICULATION PROGRAMME OR ANY OTHER REPRESENTATIVE AS DEEMED APPROPRIATE.<br/><br/>1.PREPARE AND TEACH IN THE COURSES ASSIGNED TO YOU.<br/><br/>2.RECORD CLASS / TUTORIAL ATTENDANCE<br/><br/>3.PROVIDE CONSULTATIONS TO STUDENTS.<br/><br/>4.PREPARE AND ADMINISTER REGULAR TESTS EXAMINATIONS AND TUTORIALS / ASSIGNMENTS AS REQUIRED BY THE DIRECTOR OT PROGRAMME / DIRECTOR - PRE-U STUDIES<br/><br/>5.MARK ASSIGNMENTS I TUTORIALS / TESTS EXAMINATIONS AS DIRECTED BY THE DIRECTOR OF PROGRAMME / DIRECTOR - PRE-U STUDIES<br/><br/>6.INVIGILATION DUTIES.<br/><br/>7.PERFORM EXTRA-CURRICULAR DUTIES, INCLUDING COUNSELING OT STUDENTS DURING INTAKE PERIODS AND ASSISTING IN THE MARKETING / PROMOTION OF THE PROGRAMME (S).<br/><br/>8.ANY OTHER DUTIES AS AND WHEN ASSIGNED FROM TIME TO TIME.<br/>",Technical Experts,"LECTURER - COMMUNICATIONS TECHNOLOGY, CANADIAN INTERNATIONAL MATRICULATION PROGRAMME",SUNWAY COLLEGE (KL) SDN BHD,,"LLC, LFC, Private IHLs, NGO",,,,Education,EDUCATION,13900,Master,N/A,N/A,11-15 years,IPTS
5141,57,CHIEF EXECUTIVE OFFICER,LEADING THE ACHIEVEMENT OF THE ORGANIZATION?ÇÖS BUSINESS RESULTS BY PROVIDING STRATEGIC DIRECTION AND SETTING CLEAR EXPECTATIONS OF PERFORMANCE FOR GROWTH AND RETURN.  DRIVING THE INSTITUTIONALIZATION OF CORPORATE VALUES AND GOVERNANCE AND THE DEVELOPMENT OF SOLID AND MUTUALLY BENEFICIAL RELATIONS WITH ALL STAKEHOLDERS.,Technical Experts,CHIEF EXECUTIVE OFFICER (WITH ENGINEERING SKILLS & BACKGROUND),RANHILL E & C SDN BHD,Locally Owned,Mulnationals/GLC/MYS Strong Performers/ITAPS,,,,"Oil, Gas & Energy","ETP IDENTIFIED I.E. OIL, GAS & ENERGY",72890.75,Bachelors including Engineering Degree,N/A,N/A,>15 years,MSP I.E. RANHILL
5142,50,CHIEF EXECUTIVE OFFICER,"1.	PROVIDES GENERAL OVERSIGHT OF ALL COMPANY ACTIVITIES, MANAGES THE DAY-TO-DAY OPERATIONS, AND ASSURES A SMOOTHLY FUNCTIONING, EFFICIENT ORGANIZATION.<br/><br/>2.	ASSURES ORGANIZATIONAL STABILITY THROUGH DEVELOPMENT AND IMPLEMENTATION OF STANDARDS AND CONTROLS, SYSTEMS AND PROCEDURE, AND REGULAR EVALUATION.<br/><br/>3.	DEVELOPS AND MAINTAINS AN EFFECTIVE AND INNOVATIVE ORGANIZATIONAL STRUCTURE BASED ON ACHIEVING PERFORMANCE OBJECTIVES THAT REFLECT THE INDUSTRY AND MARKET REQUIREMENTS.<br/><br/>4.	OVERSEES THE FISCAL ACTIVITIES OF THE ORGANIZATION INCLUDING BUDGETING, REPORTING AND AUDIT. WORKS WITH BOARD TO ENSURE FINANCING TO SUPPORT SHORT- AND LONG-TERM GOALS.<br/><br/>5.	ENSURES THE DEVELOPMENT, OPERATING POLICIES, SYSTEM AND PRACTICES THAT MEET GOVERNMENT?ÇÖS STANDARDS AND REQUIREMENTS  IN ORDER FOR THE COMPANY TO ACHIEVE ITS OBJECTIVES OF THE COMPANY.<br/><br/>6.	KEEPS ABREAST OF THE BUSINESS AND ECONOMIC CLIMATE IN WHICH THE COMPANY AND ITS STAKEHOLDERS OPERATE.<br/><br/>7.	PROVIDES THE STRATEGIC VISION, PLANNING AND OPERATIONAL LEADERSHIP TO ENSURE THE COMPANY?ÇÖS INVESTMENTS OPTIMIZE THE COMPANY?ÇÖS ABILITY TO COMPETE IN A GLOBAL ECONOMY.<br/><br/>8.	RESPONSIBLE FOR ENSURING THAT THE BOARD HAS ALL THE INFORMATION NECESSARY TO PROPERLY EXERCISE ITS RESPONSIBILITIES. <br/><br/>9.	REPORTS TO THE BOARD ON A TIMELY BASIS, ON ALL RELEVANT INFORMATION REGARDING THE COMPANY?ÇÖS OPERATIONS, AND DEVELOPS AND PRESENTS ALTERNATIVES AND RECOMMENDS COURSES OF ACTION TO THE BOARD FOR ITS CONSIDERATION.<br/><br/>10.	RESPONSIBLE FOR ESTABLISHING AND MAINTAINING POSITIVE AND PRODUCTIVE RELATIONSHIPS WITH THE MEDIA INDUSTRY, GOVERNMENT ORGANIZATION AND TO ENSURES THE EFFECTIVE COMMUNICATION OF THE COMPANY?ÇÖS STRATEGIES, OBJECTIVES AND PERFORMANCES TO CREATE.<br/>",Technical Experts,"CEO<br/><br/>(MANAGING DIRECTOR, WITH TECHNICAL EXPERTISE)",EASTERN STEEL SDN BHD,Joint Venture,Mulnationals/GLC/MYS Strong Performers/ITAPS,,,,Wholesale & Retail,ETP IDENTIFIED SECTOR: WHOLESALE AND RETAIL,41356.08203,Master,N/A,N/A,>15 years,MNC<br/><br/>EASTERN STEEL SDN BHD IS A STEEL MANUFACTURING AND SALES COMPANY. <br/><br/>IT IS A JV BETWEEN HIAP TECK VENTURE BERHAD AND SHOUGANG GROUP OF CHINA (ONE OF THE LARGEST STEEL COMPANIES IN CHINA).
5144,52,GROUP GENERAL MANAGER,ASSISTING THE MANAGING DIRECTOR IN OVERSEEING THE OPERATIONS OF Z PLANTSIN MALAYSIA & INDIA,Top Management (CEO/CFO/COO),GROUP GENERAL MANAGER ,SHIN-ETSU POLYMER (M) SDN BHD,Foreign Owned,Mulnationals/GLC/MYS Strong Performers/ITAPS,,,,Electronics & Electrical,ETP IDENTIFIED : ELECTRICAL & ELECTRONIC,27315.66602,Bachelors including Engineering Degree,N/A,N/A,>15 years,"MNC<br/><br/>ITS FINANCIAL FOR 2013 WERE <br/>REVENUE : RM 252,084,991<br/>PROFIT BEFORE TAX : RM 12,026,634<br/>PROFIT AFTER TAX : RM 11,154,634<br/>"
5145,39,PROJECT CONTROLS MANAGER,"PROJECT CONTROLS MANAGER IS TO LEAD THE PROJECT CONTROL TEAM ON THE PROJECT.<br/><br/>THE PROJECT CONTROL MANAGER IS EXPECTED TO:<br/><br/>?ÇóGUIDE AND DIRECT RESOLUTION OF PROJECT DIFFICULTIES AND COMPLEX CONTROL PROBLEMS.<br/>?ÇóRECOMMEND AND CUSTOMIZE PROJECT CONTROL SYSTEMS TO SATISFY PROJECT REQUIREMENTS.<br/>?ÇóINTERACT WITH CLIENTS AND ATTEND REGULAR MEETINGS AND PROVIDE REPORTS.<br/>?ÇóDEVELOP AND MAINTAIN ESTABLISH STANDARDS TO EXHIBIT SCHEDULE AND PLAN HIERARCHY AND INFORM PROJECT AND COMPANY MANAGEMENT.<br/>?ÇóDETERMINE DESIGN CHANGES AND SCHEDULE SLIPPAGES IMPACT.<br/>?ÇóDETERMINE SIGNIFICANT IRREGULARITIES, TRENDS AND VARIANCES AND SUGGEST CORRECTIVE ACTION.<br/>?ÇóGATHER INPUTS AND UPDATE STANDARD MANAGEMENT REPORTS.<br/>?ÇóCOORDINATE WITH PROJECT MANAGEMENT STAFF TO ENSURE PROJECT OBJECTIVES AND TIMELINES.<br/>?ÇóCREATE, REVIEW AND MANAGE PROJECT SCHEDULES TO IDENTIFY PROGRESS, LEAD TIMES AND PROJECT SEQUENCES.<br/><br/>HE WILL PROVIDE ALL PROJECT CONTROLS SERVICES THAT CAN BE DETAILED AS FOLLOWING:<br/><br/>?ÇóPROJECT CONTROL PLANNING PACKAGE<br/>DEVELOP AND EXECUTE THE PCPP SYSTEM, METHODOLOGY, MECHANISMS, WORK PROCESS, PROCEDURES, TOOLS AND TEMPLATES FOR PROJECT PLANNING & SCHEDULING, SCHEDULE & COST CONTROL, PERFORMANCE MEASUREMENT & EARNED VALUE, CHANGE MANAGEMENT AND REPORTING<br/><br/>?ÇóPROJECT PLANNING AND SCHEDULING<br/>DEVELOP PROJECT WORK BREAKDOWN STRUCTURE AND INTEGRATED SCHEDULE BY PREPARING, ANALYZING & VALIDATING THE SEQUENCE OF ACTIVITIES THROUGH CRITICAL PATH ANALYSIS, ACTIVITIES SEQUENCING, DURATION ESTIMATE, MANPOWER PLANNING & RESOURCE LOADING, SCHEDULING DURATION & PRACTICES ANALYSIS, BASELINE SCHEDULE & SCHEDULE BASIS MEMORANDUM, SCHEDULE UPDATES & VARIANCE ANALYSIS AND RECOVERY PLANS TO ACHIEVE PROJECT SCHEDULE PREDICTABILITY AND EFFECTIVENESS.<br/><br/>?ÇóSCHEDULE CONTROL<br/>ANALYZE, FORECAST AND MONITOR PROJECT SCHEDULE BY USING EARNED VALUE AND PRODUCTIVITY PERFORMANCE THROUGH CLOSE MONITORING OF THE PROJECT?ÇÖS CRITICAL PATH ANALYSIS, REMAINING ACTIVITY DURATION ESTIMATE, CONTINUOUS RISK ASSESSMENT AND RESOURCE LOADED AGAINST PLANNED TO ENABLE PROCESS OF DETERMINING A REALISTIC PROJECT SCHEDULE FORECAST<br/><br/>?ÇóCOST CONTROL<br/>ANALYZE COST PERFORMANCE FOR BOTH CONTRACTORS AND PROJECT TEAM VIA VERIFICATION OF CLAIMS, CHANGE ORDERS &TIMESHEETS, INTERFACE WITH CONTRACTOR AND PROJECT TEAM, REVIEW OF VARIANCE, IDENTIFICATION OF AREAS OF CONCERN, RECOMMENDATION OF MEASURES AND RECOVERY ACTIONS<br/><br/>?ÇóINVOICING<br/>PREPARE DOCUMENTATION FOR INVOICING THROUGH INVOICE VERIFICATION, ADHERENCE TO CONTRACT, DOCUMENTED JUSTIFICATION TO ENSURE AUDITABILITY AND APPROVALS OBTAINED FOR PAYMENT PROCESSING<br/><br/>?ÇóPROJECT REPORTING<br/>DEVELOP PROJECT REPORTING TO CAPTURE PROJECT PROGRESS, COST AND SCHEDULE PERFORMANCE, RISK AND ISSUE ESCALATION, AND LESSONS LEARNT THROUGH CLOSE MONITORING, COORDINATION AND TRACKING OF PHYSICAL PROGRESS, RIGOR INTERFACING WITH CONTRACTORS, AND THROUGH MITIGATION/ RECOVERY PLANNING<br/><br/>?ÇóSCHEDULE AND COST RISK ANALYSIS<br/>COORDINATE AND CONSOLIDATE RISK FACTORS AND IMPACT RANGES IN UNDERTAKING INTEGRATED QUANTITATIVE RISK ANALYSIS FRAMEWORK THROUGH INTEGRATION OF THE AGGREGATED RISK IMPACT RANGES FOR EACH RISK FACTORS IDENTIFIED, ASSIGNING TO THE REQUIRED ACTIVITIES IDENTIFIED AND UNDERTAKING MONTE CARLO SIMULATION IN IDENTIFYING OVERALL RISK PROBABILITIES E.G. P85 / P90 IN LINE WITH STANDARD PCPP/PPMS IMPLEMENTATION IN ASCERTAINING IMPROVED CONTROL OF PROJECT PERFORMANCE.<br/>",Technical Experts,"PROJECT CONTROL MANAGER<br/><br/>SUPERVISE, REVIEW, ANALYZE, GUIDE AND DIRECT RESOLUTION OF PROJECT DIFFICULTIES AND COMPLEX CONTROL PROBLEMS.",PETRONAS TECHNICAL SERVICES SDN BHD,Locally Owned,Mulnationals/GLC/MYS Strong Performers/ITAPS,,,,"Oil, Gas & Energy","ETP IDENTIFIED : OIL, GAS & ENERGY",43083.33203,Master,N/A,N/A,11-15 years,"MSP/GLC<br/><br/>FINANCIAL FOR 2013/14<br/>REVENUE : RM 587,990,037<br/>PROFIT BEFORE TAX : RM 92,738,991<br/>PROFIT AFTER TAX: RM 84,738,991"
5150,48,MANAGING DIRECTOR,IMPLEMENTING POLICIES FOR THE IMPROVEMENT OF THE COMPANY,Technical Experts,MANAGING DIRECTOR WITH TECHNICAL EXPERT,CHUDENKO (MALAYSIA) SDN BHD,Foreign Owned,"LLC, LFC, Private IHLs, NGO",,,,Electronics & Electrical,ETP IDENTIFIED : ELECTRONIC AND ELECTRICAL,24370.08398,Bachelors including Engineering Degree,N/A,N/A,>15 years,"LFC<br/><br/>ITS FINANCIAL FOR 2013 WERE :<br/>REVENUE : RM 24,067,812<br/>PROFIT BEFORE TAX : RM 1,225,928<br/>PROFIT AFTER TAX : RM 1,218,928"
5152,43,INSIDE REGIONAL SALES DIRECTOR,"LEADER OF THE INSIDE SALES & DISTRIBUTION ORGANIZATION BASED IN MALAYSIA FOR SELLING END-TO-END IT SOLUTIONS IN CONSUMER AND COMMERCIAL SEGMENTS TO GENERATE ABOUT USD 600+ MILLION ANNUAL REVENUE FROM INDONESIA & SOUTH ASIA DEVELOPING MARKETS (PHILIPPINES, PAKISTAN, BANGLADESH, SRI LANKA & 15 OTHER DEVELOPING COUNTRIES).",Technical Experts,INSIDE REGIONAL SALES DIRECTOR,DELL GLOBAL BUSINESS CENTER SDN BHD,Foreign Owned,Other (SME),,,,Business Services,MNC<br/><br/>DELL GLOBAL BUSINESS CENTER SDN BHD,24142,Master,N/A,N/A,>15 years,ICT
5153,46,HEAD OF TECHNOLOGY SERVICES,"RESPONSIBLE FOR ALL BAT TECHNOLOGY SERVICES IN DATA CENTRES, NETWORK, IT SECURITY OPERATIONS AND COMPLIANCE, AND REMOTE INFRASTRUCTURE MANAGEMENT.  LEADING A TEAM OF 110 DIRECT STAFF AND 400+ INDIRECT THROUGH MANAGEMENT OF OUTSOURCE.",Technical Experts,HEAD OF TECHNOLOGY SERVICES,BRITISH AMERICA TOBACCO GSD (KL) SDN BHD,Foreign Owned,Mulnationals/GLC/MYS Strong Performers/ITAPS,,,,Business Services,ETP IDENTIFIED I.E. BUSINESS SERVICES,190224.5,Bachelors including Engineering Degree,N/A,N/A,>15 years,MNC & MSC STATUS I.E. BRITISH AMERICA TOBACCO 
5155,66,"ASSOCIATE PROFESSOR DOCTOR, MEDICAL LECTURER","TEACHING MEDICAL STUDENTS,RESEARCH,ADMINISTRATIVE ACTIVITIES AND ANY DUTIES REQUESTED BY HIGHER AUTHORITIES",Technical Experts,HEAD OF SURGICAL UNIT IN THE FACULTY OF MEDICINE & HEALTH SCIENCES / ASSOCIATE PROFESSOR DOCTOR / SENIOR CONSULTANT SURGEON,UNIVERSITY SULTAN ZAINAL ABIDIN,Government Sector,Mulnationals/GLC/MYS Strong Performers/ITAPS,,,,Education,ETP IDENTIFIED I.E. EDUCATION,12442.83301,PhD/Double Masters/Masters+,N/A,N/A,>15 years,IPTA
5156,62,LEAD COST ENGINEER,COST ESTIMATING FOR OFFSHORE OIL AND GAS PROJECTS,Technical Experts,PRINCIPAL PROJECT COST ESTIMATING ENGINEER<br/><br/>TEAM LEAD ROLE FOR UPSTREAM & DOWNSTREAM ESTIMATING; DEVELOP DEEPWATER PROJECT ESTIMATES.,SARAWAK SHELL BERHAD,Joint Venture,Mulnationals/GLC/MYS Strong Performers/ITAPS,,,,"Oil, Gas & Energy","ETP IDENTIFIED I.E. OIL, GAS & ENERGY",94223.41406,Bachelors including Engineering Degree,N/A,N/A,>15 years,MNC I.E. SHELL
5157,46,PHYSIOTHERAPY CONSULTANT,-DESIGN AND EXECUTE SPECIFIC (SPORTS)PHYSIOTHERAPY & REHABILITATION PROGRAMS FOR VISITING CLIENTS.-EDUCATE AND GUIDE EMPLOYED LOCAL STAFF IN ADVANCED (SPORTS)PHYSIOTHERAPY & REHABILITATION PROTOCOLS.-PROVIDE (SPORTS)PHYSIOTHERAPY & REHABILITATION TRAINING,Technical Experts,PHYSIOTHERAPIST,DAMANSARA SPORTS MEDICINE & REHAB THERAPY CENTRE,Locally Owned,Mulnationals/GLC/MYS Strong Performers/ITAPS,PHYSIOTHERAPIST,,PHYSIOTHERAPY CLINIC KLABBERS ,Healthcare,ETP IDENTIFIED : HEALTHCARE,10419,Diploma/Vocational/Certificates,N/A,N/A,>15 years,GLC<br/><br/>I.E INSTITUT SUKAN NEGARA
